cleaned_text,label,emotion
و انتهي مشوار الخواجه,2,sad
مفتقده اوي فكره ان يكون في حد قدي في البيت,2,sad
ولله الحمد انضميت لـ صحيفه البلاد كـ متعاون في الفتره القادمه لتحرير الاخبار اسال الله التوفيق دعواتكم,0,joy
هو ارتياح قلب لـ وجود قلب,1,love
وكنت ازعم مثل الناس اذ زعموا بان من غاب عني غاب عن بالي واليوم كذبني قلبي وكذبتهم فارقتهمواقاموا بين اوصالي,2,sad
من يصدق ان هذا الشاب المكي سيتراس النادي الاهلي ويحقق الاهلي معه ثلاث بطولات متتاليه الاهلي ومساعدالزويهري غير,1,love
والله احنا اكرم لنا مانشارك في الاوليمبياد دي لحد مايبقي عندنا لاعيبه محترمه قادره عالمنافسه,2,sad
كل التوفيق للغالي سلطان العنزي موفق يا بعدي,1,love
نحن الذين بلا وطن يوجعنا المنفي كلما هششنا بالريح شمعه,2,sad
العرب فاهمين الاوليمبياد بشكل خاطيء فالعالم كله هناك للتنافس علي الذهب نحن فقط من اخترعنا كلمات مثل التمثيل المشرف والوصول لها انجاز,2,sad
قهره القلب الحقيقه لما تداري دمعتك وتتضحك,2,sad
من سحر ان تري وجه من تحب هو الوجه الذي تضحك به الدنيا وتعبس ايضا,1,love
وبغض النظر عن كل شيء يبقي المصرين الوحيدين اللي شتمو وسخرو وشغالين تريقه علي لاعبيهم المصرين في الاوليمبياد حتي اصابهم الاحباط ومفيش دعم لهم,2,sad
ليس هناك,0,joy
عيد سعيد,1,love
نموت نموت وتحيا الشفونيره كفايه في الاوليمبياد فرحتي بالميداليات اللي كسبوها ولاد البلد بجد مش المجنسين,0,joy
الحب هو ربيعه بن كعب حين يساله رسول الله ماحاجتك فيقول اسالك مرافقتك في الجنه,1,love
مبروك ساره سمير اول ميداليه مصريه في الاوليمبياد,0,joy
لا يكفي ان تحب بل يجب ان تعرف كيف تحب,1,love
من بكره يبدا المهرجان الرياضي الاوليمبياد شئ مبهج جدا,0,joy
نحن قوم بائسون اعيرينا ابتسامتك مره اخري نمرر بها الثقيل من الايام و نتخذها درعا امام بشاعه العالم,2,sad
مالك عدلي محبوس عشان هو اشرف واحد في مصر مالك عدلي حر,2,sad
الحقيقه بدت مثل الخيال هو عدوي واذكا حبيب كل ماقفيت ناداني تعال لذه الحب في الشيء القليل,0,joy
احـــيـانـا في هـذا الزمن الاهمام الزائد بـ الاخرين يفقد كرامتك منقول,2,sad
تغطيه نايل سبورت اللي هي القناه الوحيده المصريه اللي بتنقل الاوليمبياد للمصريين المشاركين في الاوليمبياد حاجه تكسف,2,sad
وصلنا للمرحله ماقبل الاخيره في النضوج وصرنا ندفن حزننا بوسائدنا ونصحي ونادي مهمات الحياه ولا كان اللذي كان قد كان,2,sad
شبعوا من بعض ما بيعطي انذار اسالو عن بعض ما حدا بيعرف ايمتا رح تكون اخر مكالمه واذا غلطتو بحق بعض سامحوا بعض,2,sad
سنوات علي فض رابعه ابشع مجزره في تاريخ مصر الحديث لم ترحم الساجدين ولم تفرق بين الرجل و المراه,2,sad
احيانا نبكي فرحـا مع اننا واثقون بان قلوبنا لاتسكنها الا الاحزان,2,sad
الحكايات الانسانيه والعاطفيه والمؤثره في الاوليمبياد تكفي لعمل مسلسل كامل والله,2,sad
ان شالله ربنا يوفقهم شجعوا مصر في الاوليمبياد,0,joy
نحن كشجرتين يمر بيننا الناس ولا يعلمون ان جذورنا تتعانق,1,love
مظاهرات في شوارع الاحياء المحاصره في حلب ابتهاجا بفك الحصار عنها,0,joy
ككلمت ايلي وهو طمني عليه وخلاني اككلمه امبارح,0,joy
اسمك طبع بالعين كل لحضه اشوفه وحبك سكن بالروح مو هينه اعوفه شعر للناس الراقين الي اللب ينجذب الهم ولو طريق بع,1,love
انت عارف ليه بحبك ليه و حبك ليه بيحلالي علشان بتكون عاشق مجنون و حبك ليا مالي الكون و بتبقي بريء ساعات و جريء ولا قلبي عليك بيهون,0,joy
قمه العار اللي حصل في بعثه مصر في الاوليمبياد,2,sad
نفسي كده في فلورز كتييييير حرب الفولورز برعايه سيزار وترمس افندي,0,joy
حتي الاوليمبياد محطوط علينا فيها بلد فقر,2,sad
هذا استغلال سياسي وقح من شخص وقح جالس يبتزنا بطريقه مستفزه ولكن اهل الخليج عامه واهل الحرمين خاصه شوكه بحلق مخططهم,2,sad
مشدلتلك,0,joy
مش عارف الم المنهج,2,sad
يا صباح الهلال يالحب القديم يا صباح الوفاء لذاك الزعيم الهلال وطن نودي صباحات الهلال,1,love
قيل في ان الله اذا اراد ان يجمع بين قلبين سيجمع بينهما ولو كان بينهما مداد السماوات والارض,1,love
احيانا يوجد بداخلنا كلمات لانريد ان نقولها ونكتمها بداخلنا لكن كم كتمانها,2,sad
انت لي كل الفرح وانت لي اجمل شعور رتويت بوح خواطر رومنسي غزل شوق يبتي جميل رائع صباحيات ذوق صباح الخير كلام حب,1,love
الصباح الجميل يشرق باحبه نرفع اكفنا لخالقنا بان يحفظهم بوح مشاري الحمود صباح الخير حياه سعاده,1,love
الاوليمبياد هي من فقدتك,2,sad
جديد المبدع ابراهيم عبد الحليم تعال نتلم,1,love
العاب قوي بقي حيث الاوليمبياد الحقيقيه,0,joy
عذرا فرنسا فانها اعجبتني عذرا يا تركيا فانها ابهرتني عذرا يا برطانيا فانها اقنعتني عذرا يا امريكا فانها انجبتني انها فلسطين ب,1,love
عيني م يبي غير شوف وحب قلبي م عشق غير عينك,1,love
لبنان يا جدعان لبنان في الاوليمبياد ربنا معكن هونيك عم شجعكن من كل قلبي و اتمني راح شوف الذهبيه مع كل الفرق تبعيتكن لك تقبروا قلبي,0,joy
الليله ليله عمرناا,0,joy
اشطه لول يا وينا احنا نتايجنا حلوه في الاوليمبياد و البلد زي الفل و ماشيه في نجاحات و انا بحب احارب النجاح اللي هما فيه,0,joy
بخصوص الالعاب القتاليهفي الاوليمبياد لغايه دلوقتي مشوفتش بطل من اي بلد حد زي كرم جابر كان بطل العالم قدامه بيخسر عدم تكافؤ اسطوره مش هتكرر,2,sad
اهم جزء في الحب هو الاهتمام فاذ لم يجد الهتمام انعدم الحب حبب الله اخلاق اخلاق سنبل حياتك لاجلك امي,1,love
بنات مصر مشرفينا في الاوليمبياد,0,joy
افتتاح الاوليمبياد النهارده و معدش ورايا حاجه و هتفرج براحتي,0,joy
حرت الروح لمن فارتهم بيت ومن دموعي غرتهم حي عراقي حزن شجن,2,sad
ثم وضع يده علي قلبه كـ محاوله يائسه لانتزاع ما يشعر به,2,sad
الانثـي ورده سرعان ماتذبل اذا لم يسقيها عاشقها بـ والاهتمام,1,love
كلنا سلمان جهود اسطورتي ابو فهد اكبر من الكلام لله دره من قائد عظيم,0,joy
جميعنا نريد تحقيق اهدافنا لكن تونس تالقت في حراسه المرمي,0,joy
مصر ترتيبها ال في الاوليمبياد واحتمال ينزل كمان شويه عشان مفيش مصريين كتير باقيين,2,sad
نشكر كل فنان قام بتركيب ابتسامه المشاهير في مركز الفرسان من بينهم عبدالله السدحان طارق الحربي زايد الصالح سمير عارف,0,joy
امبارح شفت مصارعه رومانيه وافتكرت اللي كرم جابر عمله الاوليمبياد اللي فاتت وكنت هعيط والله,2,sad
رساله لمحبوبي اذا ماكنت معي بتكون بقلبي بوح,1,love
انا بقرب اعيش الهنا,1,love
انتي حلوه مهما كنتي حتي من غير غمازات فيكي وفيكي ميزه تغني عن كل البنات,1,love
الكلمه ال بدايق عمرها ما بتنتسي,2,sad
راتب شهر للمرابطين في الحد اطال الله في عمر القائد الاعلي لكافه القوات العسكريه وجزاء الله سماحه المفتي خيرا وسود الل,0,joy
كل ما ا الاقي حد ف الاوليمبياد خرج مفيش اي فرحه تيجي بالغلط حتي,2,sad
الله اكبر ولله الحمد حلب تنتصر,0,joy
هم المصريين اللي ف الاوليمبياد اللي عمالين يخسرو دول ملهومش اهل يسالو عليهم,2,sad
مجنون اشتاق لك موووت احبك باحتواء الحب فانا اعلم بحنينك لي لكن حنيني مجنوووووووون,1,love
سلطنه عمان اقليم محكوم من الخارج وهم مسيرين وليسوا بمخيرين ولكن شعب عمان شعب محبوب وكريم وذو اخق جميله,0,joy
عبد الله السعيد ربنا يحميك احمد عادل عاااش مروان محسن حاجه نضيفه بس محتاج وقت اكتر فتحي رجوله وليد سليمان مجهود جبار سعد مجتهد ع,0,joy
للاسف معظم الرياضيين المصريين في الاوليمبياد عاملين زي موظفين الحكومه لا مؤهلين ولا عايزين,2,sad
الاوليمبياد بدات سباق المتر كان روعهورقم عالمي فشيخ والاجمل ان الاثيوبيه هيا اللي كسبت افريقيا السلام,0,joy
ضميني علي صدرك عيشيني العمر عمرين قولي انا قلبك انا عيونك الثنتين رتويت رومنسي بوح خواطر غزل شوق ذوق صباحيات جميل رائع,1,love
مش عارفه ازاي يحصل كده في حين ان المفروض ان الاوليمبياد حق لكل انسان انه يتفرج عليها,2,sad
لو ان القهوه العربيه امراه لـ حبيت راسها حب غزل,1,love
ابتسمي فهناك من يلتقط انفاسه حينها,1,love
مولر و التمركز الصحيح قصه عشق,1,love
انا بحب الاوليمبياد اكتر م المونديال,0,joy
للاسف نهائي اقوي سباقين في الاوليمبياد متر جري رجال متر جري رجال الساعه و بس الفجر,2,sad
بالصور امينه فاخت تحتفل بزواج شقيقها,0,joy
كيف تنام اتامل صورك واغفي صدفه وانام ربما,1,love
اومال يابنتي احنا نواينا صادقه بس حلو الهاشتجين دول عجبني كنزه حبيبه المصريين ليث المصري السادس,0,joy
يوم تاريخي لمصر في الاوليمبياد ميداليه في رياضه واحده و مهمشه كمان مبروك لمصر و ياريت يبقي في اهتمام باللعبه اكتر من كدا,0,joy
اهداء من الغوطه الشرقيه بريف دمشق لكل من قاتل لفك الحصار عن حلب الله اكبر الغضب لحلب ملحمه حلب الكبري,0,joy
فيها ايه خايف يقول وانا مش هقول كل اللي حاسه انا بيه,2,sad
ههههههههههههه سعيد الهوا,0,joy
القسوه لم تولد معنا بل نحن من صنعها بايدينا,2,sad
ناس بتتجوز في الاوليمبياد اهي,0,joy
قطر داخله الاوليمبياد ب لاعب فرصه يا جماعه اللي عايز يستولي علي الحكم البلد كلها في البرازيل,0,joy
يازمان العجايب وش بقي ماظهـر كل ماقلت هانت جد علم جديـد ان حكينا ندمنا وان سكتنا البريد والاوامر الملكيه,2,sad
لاتنسوا ابطال سوريا من دعائكم الجيش الحر فخر الامه وزادها من المجاهدين الابطال يحاربون بسوريا عن الامه جلجلوهم,0,joy
ديجوفيتش يطلع من الاوليمبياد والاهلي يخسر في يوم واحد بيور شيت,2,sad
وبعد انتهاء المباراه احييك عل نظرتك الثاقبه وخفه دم بمكانها فعلا من سجل هو ناصر القحطاني,0,joy
سابتعد ربما في تلك المساحه الضيقه اتنفسني من جديد,2,sad
حلب تحترق لمثل هذا يذوب القلب من كمد ان كان في القلب اسلام وايمان,2,sad
قال لي احبك بشكل جميل حتي انه لم يعد يهمني لو لم يحبني احدا من بعده,1,love
ليس ان تلغي اشياء التي تحبها من اجل من تحب ان تفعل اشياء التي تحبها مع من تحب,1,love
صباحكو بيضحك,0,joy
ماهو حب ليلي ولا قيس ولا هو عشق عنتر ولا عشق عبله في قلبي ماسسه تاسيس حب امي لابعده والا فيه قبله,1,love
منك لله ياحسام يابدري مش كان زمنا بلعب في الاوليمبياد دلوقتي,2,sad
ههههه خلاص نقلب علي الاوليمبياد,0,joy
امراه رائعه,0,joy
حفل افتتاح الاوليمبياد حاجه كده ايشي خيال ياناس,0,joy
عفاف الهدهد احنا كده ضمنا اول ميداليه في الاوليمبياد,0,joy
شكرا يادكتور,0,joy
بين حب وبين اشواق و شفت صورهماضي العمروضياه كل ما قالولي راحوا الطيبين قلت يبقي ذكرهم عطر الحياه,1,love
لم ارغب غيابك رجفت دنياي في بعدك و اختل توازن كوني من بعدك ليحميك الله ويسعدك ب قدر حزني لفقدك رتويت بوح,2,sad
ماشاءالله علي جمهور نجوي كرم اذا فل معناته بس كاظم و نجوي لهسه نجح حفلاتهم نجاح ساحق و كل التذاكر انباعت مهرجان جرش,1,love
افتتاح الاوليمبياد,0,joy
الدرس المستفاد من الاوليمبياد دي ان احنا بلد وسخه,2,sad
كنت اعرف منذ البدايه ان كل حب كبير هو مشروع فراق,1,love
تفكيري فيك اكثر من كلامي معاك عموما انت اجمل من اخذ قلبي مساء الحب سعاده كيك,1,love
بوتين ينتقم من اطفال حلب الاب حاملا جثه ابنته والام تنتظرها,2,sad
مطعم السلطان احمد كفتجي في من منطقه السلطان احمد اسطنبول غلطان اللي ماجربه,1,love
ههههههههههههه اهم شئ لوح,0,joy
راضتني الحياهـ لما اهدتني شخص حلي ايام عمري سالخير,1,love
مصر فاشله في الاوليمبياد وفاشله في الصعود لكاس العالم,2,sad
وزير الاعلام يهنئ شادي الخليج بنجاح العمليه الجراحيه,0,joy
واهو بكره نقول كانت ذكري,2,sad
حب الكلام يموت لو عاش لحظات وحب القلوب يعيش لو كان مدفون,1,love
كم شتقت لك و لسعه للقء فروحي تنديك الم تسمع لندء اتعلم يملك انر لكون بلضيء,0,joy
طيب حد يجي يشلني من فيديو رنا وهي بتزغرط ده ايه يا جدعان الحلاوه دي والكواته دي يخربيتك عيدته مرات مش زهقانه,0,joy
لا تكن بلا حب كي لا تشعر بانك ميت مت في الحب و ابق حيا للابد المباحث وفولورز بيغنوا للكينج,1,love
ان حد ميت يوحشك و تفضل تفتكر مواقف ليه معاك تضحك لحد ما تدمع,2,sad
مؤلم جـدا انــ تتحــدث وفجــاه تتغيـــرنبــره صــوتــك و كــان دمــوعــك تتحــداك و تقــول لـك امـــا ان,2,sad
بحاول مفكرش بحاول مصدقش بحاول اهرب م اللي حصل بحاول ابطل اتعلق بحد بحاول انسي بحاول اعيش دي محاولاتي في اخرشهور في معظمها فشلت,2,sad
انا الحزن و عمر المواجع لا غاب صاحبي,2,sad
دعم هيثم العبدالله كلنا هيثم واحنا قدها تكفون نبي الدعم لهيثم صوتوا لهيثم محتاجها ويبي وقفتنا مانبيه يطلع برايم,0,joy
بيطلع في الاخير حلم,2,sad
ههههههههههههههههههههههههههههههههههههههههههههههههههههههههههه فاتتك قهوتي الخطيره,0,joy
كل المطارح ملكناا نرقص مكااان ما نحب,0,joy
كم اتمني لو ان علي هذه الارض منطقه مخصصه للحروب وتصفيه الحسابات والخلافات بعيده عن الاطفال والنساء والكهله لان مالهم ذنب بشي سوريا,2,sad
احدهم اهداني عشقا دون ان يخبرني كيف احارب اشتياق كل مساء امير,1,love
من اصعب الحالات ان تتعرض للاهانه بعملك وتسكت ولا تقدر ترد خوفا من خسران العمل,2,sad
دوله عشان تنظم الاوليمبياد قتلت اطفال الشوارع بدم بارد وكانهم حيوانات ضاله عشان منظر الاطفال هيسيب انطباع سيء عند الزوار المشجعين ريو,2,sad
عمر عسر خسر و خرج من الاوليمبياد,2,sad
من منا ينسي شهامه وروح رااااموس القتاليه بهذه المباراه من الماضي,0,joy
صباح الورد يا عنتبلي بيه,0,joy
تخمد صرخات الاشتياق حين لقاء تحدثت به العيون,1,love
لو يلعب كل اللاعبين ويحكم بن مساعد بحول الفوز للملكي ثقتي في الله ثم برجال الملكي مستوي ونتيجه يعني مايهمني من يلعب ومن يغيب,0,joy
الثوابت صح ربنا يكرمك يا هبه يا رب,1,love
كثيره هي اللحظات التي اعيشها بين الناس سهيل نبوءه العشق ملتقي الاقلام طلاسم الحب فجر للتبادل الملوك للتبادل,2,sad
اللي يحبك اللي يستاهلك يقدرك و الاهم انه مكتفي فيك,1,love
اجمل بلد في الدنيا هي الامارات الحبيبه تحيه طيبه من مصر لكل الامارات شعب وحكومه,0,joy
الحب رزق,1,love
ل حرف ينحني لغرامك ول خطوه تسبق الخطوه تبيك برسمك صوره وابداها بسلامك يمن اقدر في خيالي احتويك,1,love
احببتك بطريقه تمنيت ان يحبني احد بها غزل,1,love
النهايات السعيده دائما تاتي في المشمش,2,sad
رغم ان الجمال نسبي بس ف جمال يخطف العقل قبل العين,0,joy
غياب الاب يعني غياب الامان غياب الام يعني غياب الحنان واجمل الايام واحلي اعوامنا تلك التي عشناها بين امان وحنان,2,sad
ونحب نشكر الاوليمبياد انها هتقضي علملل الفتره اللي جايه,0,joy
لقد هرمنا من اجل هذه اللحظه هنسقط يا موزه,0,joy
اجمل حب حينما ينادي في السماء ان الله احب فلانا فاحبوه فيحبهم اهل السماء و اهل الارض فيااا رب اجعلنا منهم,1,love
ما يحتاج اكثر فريق فايز بالدوري و الابطال,0,joy
الانتخابات اولاالدستوراولاالنتيجه واحده,2,sad
حب الذي يبني معك ولا يسرقك من يوهمك,1,love
صباح الخير يااول من ذكرته مع طلوع الصبح صباح الخير يااخر من ذكرته ليله البارح صباحيات فقد,1,love
اللهم اشف قلوب العاشقين واجمع بينهم دعاء,1,love
ده قالي في يوم يا حبيبتي خدي القمر ورحت معاه ومااداني الا السهر,2,sad
سلاما ياراحل عني القلب معك والروح معك وانا وراك اتبعك,1,love
من يمـر طاريـك اعثــر بالدمــوع مدري اصرخ لو اد صدري احير ارزقني رحله عش مابيها رجوع لو اموتـن لــو ارد م,2,sad
اخي ان رحلت فلنا لقاء قريب,2,sad
ليست لنا مشكله مع اليمن فلماذا تذهب ارواح شبابنا من اجل عائله ويموت اهل اليمن فقط لتحقيق رغبات طفل مغامر بالدماء ان,2,sad
كل عام وانتي بخير اروي سنه حلوه,0,joy
واضح ان في اجماع ان المصريين بيتفرموا في الاوليمبياد,2,sad
داريا الجديد اليوم انهم اغتصبوا داريا بالنابالم الحارق المحرم دوليا اللهم انتقم اللهم انتقم,2,sad
تامل قال الله وجعل بينكم موده ورحمه الموده اثر من اثار الحب فان كان هناك حب بين الزوجين تجسد بالموده وا,1,love
اسقيتك من ماء حبي فنبت حبك لامراه سواي ي العذري,1,love
امير مرتضي منصور الراجل دا كان سبب رئيسي في تخليص اغلب الصفقات ربنا يباركلك يابني,1,love
ضيم غبنه خيانه جلطه صدمه,2,sad
اصعب احساس انك يوحشك حد خلاص مبقاش موجود معاك,2,sad
بطل العالم ف الهجص بوظ صورتنا ف الاوليمبياد اكتر ما هي بايظه اسلام الشهابي,2,sad
علي الصقفه كله يرقص علي الصقفه كله يرقص زماااااااااااااااااااااااااالك,0,joy
حبي الصغير,1,love
انسي الاوليمبياد انتصرنا وربحنا كل شي طرد الاسراييليين من الحافله,0,joy
بوح ياحادي العيس وينك غايب مده اليوم لاعيس لاصحرا ولا حادي ماغير ذكري تهز القلب وتهده واقول عادي وهو والله مهو عادي ذلك الرجل,2,sad
الاهلي مغلوب,2,sad
ايه الحاجات الحلوه اللي عصبح دي,0,joy
سنه للنسياااان,2,sad
سعيد بهري الاوليمبياد ع فكره حلو والناس جميله في متابعتها,0,joy
يستاهلون حماه الوطن كل خير قدموا ارواحهم فداء للوطن اللهم احفظ جنودنا البواسل راتب شهر للمرابطين في الحد,0,joy
الاوليمبياد بقصصها من اعظم الحاجات الي بتحصل في التاريخ,0,joy
مشاعر حبي تقول كــن صـديـــقــــي فـــ الحــــــب في زمـــــنـــــنـــا ليس للـــ اوفـــــيــــاء لهفه برود,1,love
ابن الروشه اللي رفع علم السعوديه في البعثه بتاعتنا في الاوليمبياد دا لو عاملها باوامر يبقي احا عاملها مع نفسه يبقي احتين,2,sad
انا احبك كثر ما تعشقين الغياب وغيابك المر في حالي مسبب اذي نتايج الهجر دايم دمعتين وعتاب لذا بلاش المعاتب و وكذا,2,sad
هييييييه كان فيه سباق تجديف حالا في الاوليمبياد والمصري طلع التالت اسمه البنا,0,joy
هزاع بن زايد قدوتي وعزوتي عسي عمرك طويل سيدي وتاج راسي,1,love
يااارب رحمتك معين يشعر بـالمرض,2,sad
خرجنا من الاوليمبياد واحنا كسبانين السويد ومضيعين مكسب البرازيل وخسرانين من اقل فرقتين في المجموعه,2,sad
احبكم يا اجمل صديقات وعد بيان جود نجد,1,love
انت لي كل الفرح وانت لي اجمل شعور رتويت بوح خواطر رومنسي عشق حب حبيبتي جميل رائع صباحيات ذوق صباح الخي,1,love
ده سيرينا اول ماتش تخسره مع اختها من سنه في الاوليمبياد معاهم دهب ورا بعض يخربيتهم,0,joy
زي الملايكه اما تشوفها وردايه تحلم تقطفها,0,joy
اشوف فـ عيونك غناتي عن الناس واحس فـ قلبك وفاء الكون كـل رتويت رومنسي يبتي بوح خواطر غزل شوق ذوق صباحيات جميل,1,love
ونتي زي النور في طبق بنور,0,joy
مش كان زماني مع الناس اللي ف الاوليمبياد دي لو كنت كملت تمرين و شديت ع نفسي بيصعب عليا نفسي فشخ كل ما افتكر,2,sad
يمرون من امامنايتجاوزون بحه الصوت المكسور وكان شيئا لم يكن,2,sad
ميلاد مجيد سوريانا,0,joy
بصراحه احنا ملناش ف الاوليمبياد خالص احسن لينا نقضيها اهلاويه زملكاويه ونشتم فبعض مفيش لعبه توحد ربنا ملعب فيها بفكر وتكتيك حتي,2,sad
الشباب والفتيات بيبذلوا مجهودات في الاوليمبياد عشان اسم بلدهم و السيسي بيمرمط اسم مصر في الوحل بتبعيه للسعوديه وتطبيع مع الصهاينه,2,sad
رنا سماحه فخامه الاسم تكفي رنا سماحه مع عمرو الليثي,0,joy
لن اكتب فيك اليوم شعرا و لا نثرا ساكتفي بان اضع قلبي علي الورق,0,joy
والله اننا في فلسطين معكم ودموع اعيننا تسيل علي شهدائكم الله يخفف عنكم وما تصير حلب مخيم يرموك ثاني من الجوع,2,sad
يا مرايتي قلبي تعب عنجد من ل القصص,2,sad
حين يقوم مجتمع علي الغش في الامتحان والغش في التجاره والمرور والتحرش ينفضح مستوانا وسط العالم السوي عن نتائج مصرفي الاوليمبياد اتحدث,2,sad
الحب الذي نعترف به لساعات قليله ونهدر معظم الوقت في انكاره هو الاصدق غالبا,1,love
كعادته حفظه الله السومه يجلد خصووووومه قووووووووووووووووول من ايقونه الفرح الخضراء,1,love
العاب القوي عروس الاوليمبياد,0,joy
بعض الاوجاع لا تحكي خلقت لنشعر بها فقط بوح اوجاع الم اهات عذاب,2,sad
الحب ليس له عمر ابدا هو باختصار وفاء رجل واكتفاء انثي مارسيل بروست يونس بنشريف العشق شفشاون,1,love
احيه هعيط والله شكل علم فلسطين وهو بيتنطط مع صوت وعزف مارسيل حاجه كده ما تتوصفش والله,0,joy
نعم الحب اكبر من البعد وعلي شانك يرخص كل غالي,1,love
للحنين بوصله لا تشير الا اليك بوصله انا انت,1,love
تتحرق الاوليمبياد قصاد زعلك,2,sad
مسا الغلا والشوق واحلي التعابير واحساس م ينساك لو نت غايب مساء الخير,0,joy
